txn_id,investor_id,city,investor_segment,fund_id,fund_name,category,txn_date,txn_type,amount_pkr
TXN001788,INV0223,Lahore,Institutional,F001,Al Meezan Mutual Fund,Equity,2021-06-13,Sell,5972149.9
TXN003299,INV0390,Lahore,Institutional,F002,Meezan Islamic Income Fund,Income,2021-06-14,Sell,9804706.02
TXN001543,INV0193,Islamabad,HNI,F006,Meezan Gold Fund,Commodity,2021-06-14,Buy,341149.38
TXN000754,INV0093,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-06-14,Buy,40866.33
TXN002262,INV0276,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-06-15,Dividend Reinvest,133951.94
TXN002052,INV0253,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-06-15,Dividend Reinvest,131934.87
TXN003081,INV0365,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-06-15,Sell,58068.14
TXN001897,INV0236,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2021-06-15,Sell,38291.33
TXN001829,INV0228,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-06-16,Buy,144754.11
TXN000142,INV0018,Karachi,Institutional,F001,Al Meezan Mutual Fund,Equity,2021-06-16,Buy,5145753.55
TXN001086,INV0139,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2021-06-17,Buy,149841.02
TXN002781,INV0334,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-06-17,Sell,110165.06
TXN001849,INV0230,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-06-17,Buy,30520.27
TXN001653,INV0206,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-06-17,Buy,50644.42
TXN000845,INV0106,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2021-06-18,Dividend Reinvest,342750.5
TXN000972,INV0125,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-06-19,Sell,26545.03
TXN002032,INV0252,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-06-19,Dividend Reinvest,1134692.62
TXN000526,INV0067,Lahore,HNI,F001,Al Meezan Mutual Fund,Equity,2021-06-19,Sell,1115960.74
TXN000743,INV0091,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-06-20,Buy,140322.41
TXN002567,INV0309,Lahore,Institutional,F004,Meezan Balanced Fund,Balanced,2021-06-22,Sell,14890601.88
TXN002960,INV0353,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-06-22,Sell,103878.3
TXN000756,INV0094,Islamabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-06-22,Sell,97081.46
TXN003714,INV0431,Peshawar,Retail,F002,Meezan Islamic Income Fund,Income,2021-06-22,Buy,141530.71
TXN002917,INV0349,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-06-23,Sell,113922.73
TXN002692,INV0324,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-06-24,Sell,113922.67
TXN000058,INV0008,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-06-27,Dividend Reinvest,123141.17
TXN000851,INV0107,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2021-06-27,Sell,6217508.1
TXN000197,INV0024,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2021-06-28,Sell,339262.3
TXN003654,INV0425,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-06-28,Buy,73697.06
TXN003791,INV0444,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-06-28,Buy,26107.19
TXN004113,INV0489,Karachi,Institutional,F002,Meezan Islamic Income Fund,Income,2021-06-29,Sell,11421528.85
TXN003593,INV0421,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2021-06-30,Buy,812342.78
TXN003158,INV0373,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2021-06-30,Buy,1237822.78
TXN001763,INV0219,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-06-30,Buy,83712.49
TXN001935,INV0238,Islamabad,HNI,F005,KSE Meezan Index Fund,Index,2021-07-01,Dividend Reinvest,1316760.19
TXN000020,INV0002,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-02,Buy,139142.02
TXN000622,INV0079,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2021-07-02,Buy,1139596.44
TXN002482,INV0299,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-02,Buy,103423.05
TXN002648,INV0318,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-02,Buy,49904.69
TXN002970,INV0354,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2021-07-02,Buy,1362263.27
TXN000963,INV0124,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-07-03,Sell,36618.91
TXN003813,INV0448,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2021-07-03,Dividend Reinvest,1343439.4
TXN002716,INV0327,Faisalabad,HNI,F006,Meezan Gold Fund,Commodity,2021-07-03,Buy,463786.4
TXN000711,INV0089,Islamabad,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-03,Buy,60449.13
TXN003008,INV0358,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-03,Sell,119379.74
TXN002430,INV0294,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2021-07-05,Buy,1428748.43
TXN002018,INV0250,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-05,Buy,98271.59
TXN001869,INV0232,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-07-05,Buy,25725.67
TXN003259,INV0385,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-07-05,Buy,57856.93
TXN000885,INV0113,Lahore,Institutional,F003,Meezan Cash Fund,Money Market,2021-07-05,Sell,10062239.16
TXN000899,INV0114,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-05,Sell,89160.15
TXN003860,INV0455,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-05,Buy,149637.39
TXN003872,INV0457,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-05,Sell,47341.32
TXN002687,INV0323,Faisalabad,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-06,Sell,140607.3
TXN001523,INV0192,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-07-07,Buy,37284.6
TXN003725,INV0432,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2021-07-10,Dividend Reinvest,4850872.68
TXN000783,INV0098,Peshawar,Institutional,F004,Meezan Balanced Fund,Balanced,2021-07-10,Buy,14294433.58
TXN000965,INV0124,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-10,Sell,111237.8
TXN000077,INV0011,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-11,Buy,51328.71
TXN001217,INV0154,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2021-07-11,Buy,41889.36
TXN002708,INV0326,Karachi,Institutional,F004,Meezan Balanced Fund,Balanced,2021-07-12,Buy,3114180.01
TXN003080,INV0365,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-12,Dividend Reinvest,47139.01
TXN003505,INV0413,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2021-07-12,Buy,2627842.5
TXN000318,INV0038,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-07-13,Sell,636230.86
TXN001678,INV0208,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-07-13,Buy,944767.31
TXN000618,INV0079,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-07-13,Sell,813187.74
TXN002184,INV0270,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-07-13,Buy,69760.87
TXN001771,INV0221,Islamabad,HNI,F003,Meezan Cash Fund,Money Market,2021-07-13,Buy,1251482.09
TXN004061,INV0483,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2021-07-14,Buy,565139.08
TXN003054,INV0364,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2021-07-15,Sell,14639258.68
TXN002057,INV0254,Lahore,Institutional,F004,Meezan Balanced Fund,Balanced,2021-07-15,Buy,8978690.87
TXN001799,INV0224,Lahore,HNI,F002,Meezan Islamic Income Fund,Income,2021-07-16,Buy,567882.4
TXN003321,INV0392,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-16,Sell,137166.4
TXN003028,INV0361,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-16,Buy,138938.84
TXN003154,INV0373,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2021-07-16,Sell,1222886.22
TXN002786,INV0335,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-07-17,Buy,112206.59
TXN003379,INV0400,Faisalabad,Retail,F006,Meezan Gold Fund,Commodity,2021-07-18,Sell,26346.13
TXN000223,INV0027,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-19,Sell,131801.55
TXN003273,INV0387,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2021-07-19,Buy,797655.47
TXN002883,INV0344,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-20,Dividend Reinvest,93930.98
TXN001587,INV0199,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2021-07-20,Buy,390848.9
TXN002265,INV0276,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-20,Buy,28708.33
TXN001802,INV0224,Lahore,HNI,F002,Meezan Islamic Income Fund,Income,2021-07-22,Sell,1421215.36
TXN003634,INV0424,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-07-22,Buy,85816.85
TXN002353,INV0287,Faisalabad,Institutional,F003,Meezan Cash Fund,Money Market,2021-07-22,Buy,10278909.28
TXN004099,INV0488,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2021-07-22,Buy,1120473.85
TXN003236,INV0381,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-07-22,Buy,48751.77
TXN001390,INV0177,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2021-07-23,Sell,946935.81
TXN002701,INV0326,Karachi,Institutional,F001,Al Meezan Mutual Fund,Equity,2021-07-23,Buy,11078325.0
TXN003225,INV0381,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-23,Sell,116095.23
TXN002939,INV0351,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-07-24,Buy,50855.39
TXN002504,INV0301,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-07-24,Buy,65381.68
TXN003817,INV0448,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2021-07-24,Buy,779810.14
TXN000046,INV0006,Peshawar,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-24,Sell,51779.6
TXN000430,INV0051,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-07-24,Buy,39181.08
TXN001738,INV0216,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2021-07-25,Buy,81829.34
TXN000163,INV0020,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-07-25,Dividend Reinvest,55482.93
TXN000280,INV0033,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-26,Buy,71316.24
TXN002466,INV0297,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-07-26,Buy,146450.59
TXN003352,INV0397,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-07-26,Sell,89311.36
TXN001341,INV0171,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-07-27,Buy,67723.27
TXN001177,INV0149,Islamabad,HNI,F005,KSE Meezan Index Fund,Index,2021-07-27,Buy,1187711.73
TXN000609,INV0078,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-07-28,Dividend Reinvest,95438.73
TXN003806,INV0447,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-29,Buy,125851.42
TXN003135,INV0371,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-07-30,Buy,133487.09
TXN002419,INV0293,Quetta,Retail,F003,Meezan Cash Fund,Money Market,2021-07-31,Buy,120112.49
TXN002943,INV0351,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-07-31,Dividend Reinvest,96395.65
TXN002133,INV0265,Quetta,Institutional,F003,Meezan Cash Fund,Money Market,2021-07-31,Sell,12289103.18
TXN001926,INV0238,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-01,Sell,357739.87
TXN002317,INV0282,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-08-02,Buy,140382.97
TXN001872,INV0233,Peshawar,Institutional,F006,Meezan Gold Fund,Commodity,2021-08-02,Buy,3194187.8
TXN002788,INV0335,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-03,Buy,95526.14
TXN002605,INV0314,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-08-03,Sell,142237.69
TXN001726,INV0214,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-03,Buy,117021.8
TXN004064,INV0484,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-03,Buy,782690.36
TXN004201,INV0499,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2021-08-03,Sell,995090.14
TXN001129,INV0144,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-03,Buy,92966.38
TXN003247,INV0383,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-08-04,Dividend Reinvest,62454.66
TXN001963,INV0241,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2021-08-04,Buy,88958.95
TXN000450,INV0054,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-08-04,Sell,56325.66
TXN002154,INV0266,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-04,Buy,61388.19
TXN000517,INV0065,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2021-08-05,Buy,10516405.12
TXN000072,INV0011,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-08-06,Buy,129218.12
TXN000385,INV0046,Faisalabad,HNI,F001,Al Meezan Mutual Fund,Equity,2021-08-06,Buy,450390.42
TXN000413,INV0049,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-08,Buy,1226051.96
TXN001014,INV0130,Lahore,Institutional,F005,KSE Meezan Index Fund,Index,2021-08-08,Sell,7779829.61
TXN001016,INV0131,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-09,Sell,43303.55
TXN003933,INV0467,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-09,Buy,125566.19
TXN001146,INV0146,Faisalabad,Retail,F005,KSE Meezan Index Fund,Index,2021-08-09,Sell,99684.07
TXN000111,INV0014,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-08-10,Buy,123219.85
TXN002378,INV0289,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2021-08-10,Buy,78470.64
TXN001404,INV0178,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-08-11,Buy,130974.75
TXN000241,INV0028,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-08-11,Dividend Reinvest,118345.8
TXN001167,INV0147,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-11,Buy,109212.24
TXN001768,INV0221,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-11,Buy,621650.34
TXN000312,INV0037,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-12,Sell,68955.77
TXN004046,INV0482,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2021-08-12,Buy,10204810.6
TXN002937,INV0350,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2021-08-12,Buy,798645.93
TXN002743,INV0330,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-08-13,Buy,26041.86
TXN002938,INV0350,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-13,Dividend Reinvest,574286.27
TXN002746,INV0330,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-13,Buy,61840.84
TXN000199,INV0024,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2021-08-14,Buy,835872.46
TXN001385,INV0176,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-14,Sell,39694.25
TXN003638,INV0424,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-08-15,Buy,89845.34
TXN000331,INV0039,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-08-15,Buy,25966.24
TXN001501,INV0190,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-08-15,Buy,111881.4
TXN002025,INV0250,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2021-08-15,Sell,45922.71
TXN004142,INV0492,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-08-16,Sell,57600.51
TXN002982,INV0355,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-17,Sell,1388317.23
TXN002395,INV0291,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-17,Buy,61693.13
TXN000503,INV0062,Faisalabad,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-17,Buy,1444142.15
TXN002553,INV0308,Faisalabad,Retail,F003,Meezan Cash Fund,Money Market,2021-08-18,Buy,131994.07
TXN003855,INV0454,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2021-08-18,Dividend Reinvest,724305.07
TXN002322,INV0282,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-19,Dividend Reinvest,51220.79
TXN003168,INV0375,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2021-08-20,Sell,814373.98
TXN000686,INV0086,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-21,Buy,53105.43
TXN003138,INV0372,Islamabad,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-23,Buy,27189.87
TXN002906,INV0347,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2021-08-23,Dividend Reinvest,6608556.29
TXN004018,INV0479,Islamabad,Institutional,F004,Meezan Balanced Fund,Balanced,2021-08-23,Buy,3832178.07
TXN001038,INV0134,Faisalabad,HNI,F003,Meezan Cash Fund,Money Market,2021-08-24,Buy,1190819.61
TXN003017,INV0359,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2021-08-25,Sell,1350282.74
TXN001028,INV0132,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2021-08-25,Buy,1479316.65
TXN002515,INV0302,Peshawar,Institutional,F002,Meezan Islamic Income Fund,Income,2021-08-26,Buy,12940654.2
TXN002072,INV0257,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-26,Sell,75210.38
TXN002122,INV0263,Islamabad,HNI,F001,Al Meezan Mutual Fund,Equity,2021-08-27,Buy,689468.69
TXN000585,INV0074,Islamabad,HNI,F004,Meezan Balanced Fund,Balanced,2021-08-27,Buy,662331.61
TXN000621,INV0079,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2021-08-27,Sell,1141385.67
TXN000803,INV0102,Faisalabad,Retail,F006,Meezan Gold Fund,Commodity,2021-08-27,Buy,135347.32
TXN003210,INV0379,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-08-27,Sell,66332.65
TXN002944,INV0352,Islamabad,Retail,F004,Meezan Balanced Fund,Balanced,2021-08-27,Dividend Reinvest,114531.36
TXN000372,INV0044,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-28,Sell,37642.6
TXN000658,INV0083,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-28,Buy,145215.98
TXN000178,INV0022,Quetta,Retail,F002,Meezan Islamic Income Fund,Income,2021-08-29,Buy,47430.19
TXN003431,INV0404,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2021-08-30,Buy,27596.74
TXN003139,INV0372,Islamabad,Retail,F003,Meezan Cash Fund,Money Market,2021-09-01,Sell,99472.36
TXN001810,INV0225,Karachi,Institutional,F002,Meezan Islamic Income Fund,Income,2021-09-01,Buy,13628084.1
TXN003663,INV0426,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2021-09-02,Buy,430074.5
TXN000925,INV0118,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2021-09-03,Buy,1338561.43
TXN000032,INV0005,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-09-03,Sell,88457.86
TXN000909,INV0116,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-09-03,Buy,89661.7
TXN000516,INV0065,Karachi,Institutional,F001,Al Meezan Mutual Fund,Equity,2021-09-03,Buy,3841258.63
TXN002678,INV0323,Faisalabad,Retail,F004,Meezan Balanced Fund,Balanced,2021-09-03,Sell,81822.72
TXN001972,INV0243,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2021-09-04,Buy,1230986.58
TXN001412,INV0180,Islamabad,Retail,F003,Meezan Cash Fund,Money Market,2021-09-06,Buy,65490.48
TXN001191,INV0152,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2021-09-06,Buy,132312.75
TXN002861,INV0343,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2021-09-07,Sell,355616.62
TXN003319,INV0392,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-09-07,Buy,112651.74
TXN000884,INV0113,Lahore,Institutional,F002,Meezan Islamic Income Fund,Income,2021-09-07,Dividend Reinvest,8038882.67
TXN001303,INV0164,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-09-07,Buy,126042.65
TXN003101,INV0368,Karachi,Institutional,F002,Meezan Islamic Income Fund,Income,2021-09-07,Dividend Reinvest,14565445.14
TXN000568,INV0072,Lahore,HNI,F002,Meezan Islamic Income Fund,Income,2021-09-07,Sell,430439.69
TXN003924,INV0465,Peshawar,Institutional,F005,KSE Meezan Index Fund,Index,2021-09-07,Sell,5720528.47
TXN000110,INV0014,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-09-08,Buy,129215.65
TXN002775,INV0333,Peshawar,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-08,Sell,114892.76
TXN001809,INV0225,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2021-09-08,Buy,12783846.57
TXN002286,INV0279,Lahore,HNI,F001,Al Meezan Mutual Fund,Equity,2021-09-09,Sell,1495380.92
TXN001656,INV0206,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-09-09,Buy,28115.65
TXN003106,INV0369,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-09,Buy,48074.21
TXN000330,INV0039,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-09,Dividend Reinvest,120918.69
TXN003148,INV0373,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-09-10,Buy,277979.34
TXN000717,INV0089,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2021-09-10,Buy,141590.7
TXN000073,INV0011,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-09-11,Sell,148404.13
TXN001428,INV0181,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2021-09-11,Buy,7177696.13
TXN003957,INV0471,Islamabad,HNI,F005,KSE Meezan Index Fund,Index,2021-09-11,Dividend Reinvest,512214.85
TXN003752,INV0436,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2021-09-12,Sell,92745.86
TXN003493,INV0410,Islamabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-09-12,Buy,68970.7
TXN002796,INV0336,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2021-09-12,Dividend Reinvest,335262.64
TXN003237,INV0382,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2021-09-12,Buy,53448.28
TXN003710,INV0430,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2021-09-13,Buy,1160935.29
TXN001929,INV0238,Islamabad,HNI,F004,Meezan Balanced Fund,Balanced,2021-09-13,Buy,946038.14
TXN002457,INV0296,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-09-13,Sell,62045.46
TXN003807,INV0447,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-09-13,Sell,100661.98
TXN001646,INV0205,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2021-09-14,Buy,1372852.4
TXN002151,INV0266,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-09-15,Buy,38039.15
TXN000986,INV0127,Islamabad,HNI,F006,Meezan Gold Fund,Commodity,2021-09-15,Dividend Reinvest,952915.72
TXN001473,INV0188,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-09-15,Dividend Reinvest,142084.56
TXN000275,INV0033,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2021-09-15,Dividend Reinvest,39515.06
TXN001706,INV0211,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2021-09-15,Buy,126821.76
TXN002020,INV0250,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-15,Buy,80747.78
TXN002397,INV0291,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-16,Dividend Reinvest,144891.87
TXN002865,INV0343,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-09-16,Buy,1203745.39
TXN002103,INV0261,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-16,Buy,71205.08
TXN000094,INV0013,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-09-17,Sell,133915.38
TXN003949,INV0470,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2021-09-19,Buy,113207.18
TXN000830,INV0105,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2021-09-20,Sell,618146.58
TXN003550,INV0417,Lahore,Institutional,F006,Meezan Gold Fund,Commodity,2021-09-20,Buy,4266643.62
TXN003359,INV0398,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-09-20,Buy,94162.32
TXN001708,INV0211,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-21,Buy,41277.28
TXN002615,INV0315,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2021-09-21,Sell,124392.28
TXN003254,INV0384,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-21,Buy,65001.98
TXN004167,INV0495,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2021-09-21,Buy,448241.08
TXN002238,INV0274,Faisalabad,Retail,F004,Meezan Balanced Fund,Balanced,2021-09-22,Sell,98538.63
TXN001559,INV0196,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2021-09-22,Buy,145619.23
TXN001221,INV0155,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2021-09-22,Buy,574758.8
TXN001672,INV0207,Faisalabad,Retail,F003,Meezan Cash Fund,Money Market,2021-09-22,Dividend Reinvest,134287.72
TXN001663,INV0207,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2021-09-22,Buy,102190.25
TXN002975,INV0354,Lahore,HNI,F001,Al Meezan Mutual Fund,Equity,2021-09-23,Buy,526637.56
TXN003249,INV0383,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2021-09-24,Sell,38933.76
TXN001213,INV0154,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2021-09-25,Buy,117199.15
TXN001432,INV0181,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2021-09-27,Sell,4291188.1
TXN000411,INV0049,Islamabad,HNI,F003,Meezan Cash Fund,Money Market,2021-09-27,Buy,1486403.38
TXN000882,INV0113,Lahore,Institutional,F003,Meezan Cash Fund,Money Market,2021-09-28,Buy,8645240.17
TXN000151,INV0019,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2021-09-29,Buy,28209.8
TXN004028,INV0480,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2021-09-29,Sell,93776.05
