date,fund_id,fund_name,category,shariah_compliant,nav
2020-06-26,F002,Meezan Islamic Income Fund,Income,True,13.0251
2020-06-29,F002,Meezan Islamic Income Fund,Income,True,13.0132
2020-06-30,F002,Meezan Islamic Income Fund,Income,True,13.0121
2020-07-01,F002,Meezan Islamic Income Fund,Income,True,13.0227
2020-07-02,F002,Meezan Islamic Income Fund,Income,True,13.0195
2020-07-03,F002,Meezan Islamic Income Fund,Income,True,13.0646
2020-07-06,F002,Meezan Islamic Income Fund,Income,True,13.0807
2020-07-07,F002,Meezan Islamic Income Fund,Income,True,13.1032
2020-07-08,F002,Meezan Islamic Income Fund,Income,True,13.1238
2020-07-09,F002,Meezan Islamic Income Fund,Income,True,13.1579
2020-07-10,F002,Meezan Islamic Income Fund,Income,True,13.1659
2020-07-13,F002,Meezan Islamic Income Fund,Income,True,13.1351
2020-07-14,F002,Meezan Islamic Income Fund,Income,True,13.1489
2020-07-15,F002,Meezan Islamic Income Fund,Income,True,13.135
2020-07-16,F002,Meezan Islamic Income Fund,Income,True,13.1244
2020-07-17,F002,Meezan Islamic Income Fund,Income,True,13.1431
2020-07-20,F002,Meezan Islamic Income Fund,Income,True,13.1789
2020-07-21,F002,Meezan Islamic Income Fund,Income,True,13.1828
2020-07-22,F002,Meezan Islamic Income Fund,Income,True,13.1942
2020-07-23,F002,Meezan Islamic Income Fund,Income,True,13.2425
2020-07-24,F002,Meezan Islamic Income Fund,Income,True,13.2521
2020-07-27,F002,Meezan Islamic Income Fund,Income,True,13.3244
2020-07-28,F002,Meezan Islamic Income Fund,Income,True,13.3428
2020-07-29,F002,Meezan Islamic Income Fund,Income,True,13.2992
2020-07-30,F002,Meezan Islamic Income Fund,Income,True,13.3225
2020-07-31,F002,Meezan Islamic Income Fund,Income,True,13.336
2020-08-03,F002,Meezan Islamic Income Fund,Income,True,13.3737
2020-08-04,F002,Meezan Islamic Income Fund,Income,True,13.3951
2020-08-05,F002,Meezan Islamic Income Fund,Income,True,13.3947
2020-08-06,F002,Meezan Islamic Income Fund,Income,True,13.3653
2020-08-07,F002,Meezan Islamic Income Fund,Income,True,13.363
2020-08-10,F002,Meezan Islamic Income Fund,Income,True,13.3436
2020-08-11,F002,Meezan Islamic Income Fund,Income,True,13.3315
2020-08-12,F002,Meezan Islamic Income Fund,Income,True,13.3505
2020-08-13,F002,Meezan Islamic Income Fund,Income,True,13.3984
2020-08-14,F002,Meezan Islamic Income Fund,Income,True,13.4124
2020-08-17,F002,Meezan Islamic Income Fund,Income,True,13.3836
2020-08-18,F002,Meezan Islamic Income Fund,Income,True,13.3989
2020-08-19,F002,Meezan Islamic Income Fund,Income,True,13.4343
2020-08-20,F002,Meezan Islamic Income Fund,Income,True,13.4213
2020-08-21,F002,Meezan Islamic Income Fund,Income,True,13.421
2020-08-24,F002,Meezan Islamic Income Fund,Income,True,13.4248
2020-08-25,F002,Meezan Islamic Income Fund,Income,True,13.4071
2020-08-26,F002,Meezan Islamic Income Fund,Income,True,13.4278
2020-08-27,F002,Meezan Islamic Income Fund,Income,True,13.4279
2020-08-28,F002,Meezan Islamic Income Fund,Income,True,13.4425
2020-08-31,F002,Meezan Islamic Income Fund,Income,True,13.422
2020-09-01,F002,Meezan Islamic Income Fund,Income,True,13.4136
2020-09-02,F002,Meezan Islamic Income Fund,Income,True,13.4364
2020-09-03,F002,Meezan Islamic Income Fund,Income,True,13.4297
2020-09-04,F002,Meezan Islamic Income Fund,Income,True,13.4795
2020-09-07,F002,Meezan Islamic Income Fund,Income,True,13.4721
2020-09-08,F002,Meezan Islamic Income Fund,Income,True,13.4815
2020-09-09,F002,Meezan Islamic Income Fund,Income,True,13.51
2020-09-10,F002,Meezan Islamic Income Fund,Income,True,13.475
2020-09-11,F002,Meezan Islamic Income Fund,Income,True,13.431
2020-09-14,F002,Meezan Islamic Income Fund,Income,True,13.3933
2020-09-15,F002,Meezan Islamic Income Fund,Income,True,13.4305
2020-09-16,F002,Meezan Islamic Income Fund,Income,True,13.419
2020-09-17,F002,Meezan Islamic Income Fund,Income,True,13.4911
2020-09-18,F002,Meezan Islamic Income Fund,Income,True,13.4792
2020-09-21,F002,Meezan Islamic Income Fund,Income,True,13.4875
2020-09-22,F002,Meezan Islamic Income Fund,Income,True,13.5325
2020-09-23,F002,Meezan Islamic Income Fund,Income,True,13.5902
2020-09-24,F002,Meezan Islamic Income Fund,Income,True,13.6496
2020-09-25,F002,Meezan Islamic Income Fund,Income,True,13.686
2020-09-28,F002,Meezan Islamic Income Fund,Income,True,13.7175
2020-09-29,F002,Meezan Islamic Income Fund,Income,True,13.7372
2020-09-30,F002,Meezan Islamic Income Fund,Income,True,13.762
2020-10-01,F002,Meezan Islamic Income Fund,Income,True,13.7503
2020-10-02,F002,Meezan Islamic Income Fund,Income,True,13.7312
2020-10-05,F002,Meezan Islamic Income Fund,Income,True,13.7345
2020-10-06,F002,Meezan Islamic Income Fund,Income,True,13.7333
2020-10-07,F002,Meezan Islamic Income Fund,Income,True,13.7243
2020-10-08,F002,Meezan Islamic Income Fund,Income,True,13.7468
2020-10-09,F002,Meezan Islamic Income Fund,Income,True,13.7765
2020-10-12,F002,Meezan Islamic Income Fund,Income,True,13.7824
2020-10-13,F002,Meezan Islamic Income Fund,Income,True,13.8266
2020-10-14,F002,Meezan Islamic Income Fund,Income,True,13.7985
2020-10-15,F002,Meezan Islamic Income Fund,Income,True,13.7966
2020-10-16,F002,Meezan Islamic Income Fund,Income,True,13.7802
2020-10-19,F002,Meezan Islamic Income Fund,Income,True,13.7322
2020-10-20,F002,Meezan Islamic Income Fund,Income,True,13.7334
2020-10-21,F002,Meezan Islamic Income Fund,Income,True,13.7335
2020-10-22,F002,Meezan Islamic Income Fund,Income,True,13.7785
2020-10-23,F002,Meezan Islamic Income Fund,Income,True,13.7993
2020-10-26,F002,Meezan Islamic Income Fund,Income,True,13.7745
2020-10-27,F002,Meezan Islamic Income Fund,Income,True,13.829
2020-10-28,F002,Meezan Islamic Income Fund,Income,True,13.8663
2020-10-29,F002,Meezan Islamic Income Fund,Income,True,13.8859
2020-10-30,F002,Meezan Islamic Income Fund,Income,True,13.883
2020-11-02,F002,Meezan Islamic Income Fund,Income,True,13.8599
2020-11-03,F002,Meezan Islamic Income Fund,Income,True,13.853
2020-11-04,F002,Meezan Islamic Income Fund,Income,True,13.8866
2020-11-05,F002,Meezan Islamic Income Fund,Income,True,13.9425
2020-11-06,F002,Meezan Islamic Income Fund,Income,True,13.989
2020-11-09,F002,Meezan Islamic Income Fund,Income,True,13.9788
2020-11-10,F002,Meezan Islamic Income Fund,Income,True,13.951
2020-11-11,F002,Meezan Islamic Income Fund,Income,True,13.9584
2020-11-12,F002,Meezan Islamic Income Fund,Income,True,13.9125
2020-11-13,F002,Meezan Islamic Income Fund,Income,True,13.925
2020-11-16,F002,Meezan Islamic Income Fund,Income,True,13.9244
2020-11-17,F002,Meezan Islamic Income Fund,Income,True,13.9149
2020-11-18,F002,Meezan Islamic Income Fund,Income,True,13.874
2020-11-19,F002,Meezan Islamic Income Fund,Income,True,13.8917
2020-11-20,F002,Meezan Islamic Income Fund,Income,True,13.8804
2020-11-23,F002,Meezan Islamic Income Fund,Income,True,13.8514
2020-11-24,F002,Meezan Islamic Income Fund,Income,True,13.7753
2020-11-25,F002,Meezan Islamic Income Fund,Income,True,13.7779
2020-11-26,F002,Meezan Islamic Income Fund,Income,True,13.8302
2020-11-27,F002,Meezan Islamic Income Fund,Income,True,13.8796
2020-11-30,F002,Meezan Islamic Income Fund,Income,True,13.8704
2020-12-01,F002,Meezan Islamic Income Fund,Income,True,13.8572
2020-12-02,F002,Meezan Islamic Income Fund,Income,True,13.8736
2020-12-03,F002,Meezan Islamic Income Fund,Income,True,13.8494
2020-12-04,F002,Meezan Islamic Income Fund,Income,True,13.8612
2020-12-07,F002,Meezan Islamic Income Fund,Income,True,13.8859
2020-12-08,F002,Meezan Islamic Income Fund,Income,True,13.9235
2020-12-09,F002,Meezan Islamic Income Fund,Income,True,13.9242
2020-12-10,F002,Meezan Islamic Income Fund,Income,True,13.922
2020-12-11,F002,Meezan Islamic Income Fund,Income,True,13.901
2020-12-14,F002,Meezan Islamic Income Fund,Income,True,13.8815
2020-12-15,F002,Meezan Islamic Income Fund,Income,True,13.8787
2020-12-16,F002,Meezan Islamic Income Fund,Income,True,13.8923
2020-12-17,F002,Meezan Islamic Income Fund,Income,True,13.9212
2020-12-18,F002,Meezan Islamic Income Fund,Income,True,13.9023
2020-12-21,F002,Meezan Islamic Income Fund,Income,True,13.9473
2020-12-22,F002,Meezan Islamic Income Fund,Income,True,13.9432
2020-12-23,F002,Meezan Islamic Income Fund,Income,True,13.9461
2020-12-24,F002,Meezan Islamic Income Fund,Income,True,13.9287
2020-12-25,F002,Meezan Islamic Income Fund,Income,True,13.8647
2020-12-28,F002,Meezan Islamic Income Fund,Income,True,13.8927
2020-12-29,F002,Meezan Islamic Income Fund,Income,True,13.9166
2020-12-30,F002,Meezan Islamic Income Fund,Income,True,13.9123
2020-12-31,F002,Meezan Islamic Income Fund,Income,True,13.9176
2021-01-01,F002,Meezan Islamic Income Fund,Income,True,13.9355
2021-01-04,F002,Meezan Islamic Income Fund,Income,True,13.8954
2021-01-05,F002,Meezan Islamic Income Fund,Income,True,13.8842
2021-01-06,F002,Meezan Islamic Income Fund,Income,True,13.9097
2021-01-07,F002,Meezan Islamic Income Fund,Income,True,13.8783
2021-01-08,F002,Meezan Islamic Income Fund,Income,True,13.8899
2021-01-11,F002,Meezan Islamic Income Fund,Income,True,13.8557
2021-01-12,F002,Meezan Islamic Income Fund,Income,True,13.8721
2021-01-13,F002,Meezan Islamic Income Fund,Income,True,13.8745
2021-01-14,F002,Meezan Islamic Income Fund,Income,True,13.8332
2021-01-15,F002,Meezan Islamic Income Fund,Income,True,13.8689
2021-01-18,F002,Meezan Islamic Income Fund,Income,True,13.852
2021-01-19,F002,Meezan Islamic Income Fund,Income,True,13.833
2021-01-20,F002,Meezan Islamic Income Fund,Income,True,13.842
2021-01-21,F002,Meezan Islamic Income Fund,Income,True,13.8772
2021-01-22,F002,Meezan Islamic Income Fund,Income,True,13.8525
2021-01-25,F002,Meezan Islamic Income Fund,Income,True,13.8577
2021-01-26,F002,Meezan Islamic Income Fund,Income,True,13.873
2021-01-27,F002,Meezan Islamic Income Fund,Income,True,13.8957
2021-01-28,F002,Meezan Islamic Income Fund,Income,True,13.9041
2021-01-29,F002,Meezan Islamic Income Fund,Income,True,13.8974
2021-02-01,F002,Meezan Islamic Income Fund,Income,True,13.8779
2021-02-02,F002,Meezan Islamic Income Fund,Income,True,13.8837
2021-02-03,F002,Meezan Islamic Income Fund,Income,True,13.8574
2021-02-04,F002,Meezan Islamic Income Fund,Income,True,13.7799
2021-02-05,F002,Meezan Islamic Income Fund,Income,True,13.7954
2021-02-08,F002,Meezan Islamic Income Fund,Income,True,13.8238
2021-02-09,F002,Meezan Islamic Income Fund,Income,True,13.7619
2021-02-10,F002,Meezan Islamic Income Fund,Income,True,13.7376
2021-02-11,F002,Meezan Islamic Income Fund,Income,True,13.758
2021-02-12,F002,Meezan Islamic Income Fund,Income,True,13.8181
2021-02-15,F002,Meezan Islamic Income Fund,Income,True,13.8221
2021-02-16,F002,Meezan Islamic Income Fund,Income,True,13.8054
2021-02-17,F002,Meezan Islamic Income Fund,Income,True,13.8038
2021-02-18,F002,Meezan Islamic Income Fund,Income,True,13.8452
2021-02-19,F002,Meezan Islamic Income Fund,Income,True,13.8308
2021-02-22,F002,Meezan Islamic Income Fund,Income,True,13.8122
2021-02-23,F002,Meezan Islamic Income Fund,Income,True,13.8023
2021-02-24,F002,Meezan Islamic Income Fund,Income,True,13.7794
2021-02-25,F002,Meezan Islamic Income Fund,Income,True,13.7862
2021-02-26,F002,Meezan Islamic Income Fund,Income,True,13.8345
2021-03-01,F002,Meezan Islamic Income Fund,Income,True,13.8469
2021-03-02,F002,Meezan Islamic Income Fund,Income,True,13.8434
2021-03-03,F002,Meezan Islamic Income Fund,Income,True,13.8387
2021-03-04,F002,Meezan Islamic Income Fund,Income,True,13.7989
2021-03-05,F002,Meezan Islamic Income Fund,Income,True,13.8267
2021-03-08,F002,Meezan Islamic Income Fund,Income,True,13.8281
2021-03-09,F002,Meezan Islamic Income Fund,Income,True,13.8265
2021-03-10,F002,Meezan Islamic Income Fund,Income,True,13.9183
2021-03-11,F002,Meezan Islamic Income Fund,Income,True,13.9301
2021-03-12,F002,Meezan Islamic Income Fund,Income,True,13.9126
2021-03-15,F002,Meezan Islamic Income Fund,Income,True,13.9042
2021-03-16,F002,Meezan Islamic Income Fund,Income,True,13.9396
2021-03-17,F002,Meezan Islamic Income Fund,Income,True,13.9463
2021-03-18,F002,Meezan Islamic Income Fund,Income,True,13.9096
2021-03-19,F002,Meezan Islamic Income Fund,Income,True,13.9387
2021-03-22,F002,Meezan Islamic Income Fund,Income,True,13.9236
2021-03-23,F002,Meezan Islamic Income Fund,Income,True,13.9792
2021-03-24,F002,Meezan Islamic Income Fund,Income,True,14.0129
2021-03-25,F002,Meezan Islamic Income Fund,Income,True,14.0039
2021-03-26,F002,Meezan Islamic Income Fund,Income,True,14.0432
2021-03-29,F002,Meezan Islamic Income Fund,Income,True,14.0487
2021-03-30,F002,Meezan Islamic Income Fund,Income,True,14.0761
2021-03-31,F002,Meezan Islamic Income Fund,Income,True,14.0933
2021-04-01,F002,Meezan Islamic Income Fund,Income,True,14.073
2021-04-02,F002,Meezan Islamic Income Fund,Income,True,14.0584
2021-04-05,F002,Meezan Islamic Income Fund,Income,True,14.0908
2021-04-06,F002,Meezan Islamic Income Fund,Income,True,14.0849
2021-04-07,F002,Meezan Islamic Income Fund,Income,True,14.0771
2021-04-08,F002,Meezan Islamic Income Fund,Income,True,14.0537
2021-04-09,F002,Meezan Islamic Income Fund,Income,True,14.0691
2021-04-12,F002,Meezan Islamic Income Fund,Income,True,14.1307
2021-04-13,F002,Meezan Islamic Income Fund,Income,True,14.104
2021-04-14,F002,Meezan Islamic Income Fund,Income,True,14.1083
2021-04-15,F002,Meezan Islamic Income Fund,Income,True,14.1516
2021-04-16,F002,Meezan Islamic Income Fund,Income,True,14.1529
2021-04-19,F002,Meezan Islamic Income Fund,Income,True,14.1693
2021-04-20,F002,Meezan Islamic Income Fund,Income,True,14.1427
2021-04-21,F002,Meezan Islamic Income Fund,Income,True,14.1583
2021-04-22,F002,Meezan Islamic Income Fund,Income,True,14.1566
2021-04-23,F002,Meezan Islamic Income Fund,Income,True,14.188
2021-04-26,F002,Meezan Islamic Income Fund,Income,True,14.2253
2021-04-27,F002,Meezan Islamic Income Fund,Income,True,14.3025
2021-04-28,F002,Meezan Islamic Income Fund,Income,True,14.3227
2021-04-29,F002,Meezan Islamic Income Fund,Income,True,14.3356
2021-04-30,F002,Meezan Islamic Income Fund,Income,True,14.3447
2021-05-03,F002,Meezan Islamic Income Fund,Income,True,14.3382
2021-05-04,F002,Meezan Islamic Income Fund,Income,True,14.3515
2021-05-05,F002,Meezan Islamic Income Fund,Income,True,14.3466
2021-05-06,F002,Meezan Islamic Income Fund,Income,True,14.355
2021-05-07,F002,Meezan Islamic Income Fund,Income,True,14.3964
2021-05-10,F002,Meezan Islamic Income Fund,Income,True,14.371
2021-05-11,F002,Meezan Islamic Income Fund,Income,True,14.4074
2021-05-12,F002,Meezan Islamic Income Fund,Income,True,14.4489
2021-05-13,F002,Meezan Islamic Income Fund,Income,True,14.4491
2021-05-14,F002,Meezan Islamic Income Fund,Income,True,14.3914
2021-05-17,F002,Meezan Islamic Income Fund,Income,True,14.3775
2021-05-18,F002,Meezan Islamic Income Fund,Income,True,14.4184
2021-05-19,F002,Meezan Islamic Income Fund,Income,True,14.4214
2021-05-20,F002,Meezan Islamic Income Fund,Income,True,14.3962
2021-05-21,F002,Meezan Islamic Income Fund,Income,True,14.3852
2021-05-24,F002,Meezan Islamic Income Fund,Income,True,14.413
2021-05-25,F002,Meezan Islamic Income Fund,Income,True,14.4324
2021-05-26,F002,Meezan Islamic Income Fund,Income,True,14.4291
2021-05-27,F002,Meezan Islamic Income Fund,Income,True,14.4221
2021-05-28,F002,Meezan Islamic Income Fund,Income,True,14.4144
2021-05-31,F002,Meezan Islamic Income Fund,Income,True,14.3914
2021-06-01,F002,Meezan Islamic Income Fund,Income,True,14.4415
2021-06-02,F002,Meezan Islamic Income Fund,Income,True,14.4358
2021-06-03,F002,Meezan Islamic Income Fund,Income,True,14.4746
2021-06-04,F002,Meezan Islamic Income Fund,Income,True,14.5222
2021-06-07,F002,Meezan Islamic Income Fund,Income,True,14.5548
2021-06-08,F002,Meezan Islamic Income Fund,Income,True,14.5459
2021-06-09,F002,Meezan Islamic Income Fund,Income,True,14.5613
2021-06-10,F002,Meezan Islamic Income Fund,Income,True,14.5642
2021-06-11,F002,Meezan Islamic Income Fund,Income,True,14.5416
2021-06-14,F002,Meezan Islamic Income Fund,Income,True,14.5546
2021-06-15,F002,Meezan Islamic Income Fund,Income,True,14.5239
2021-06-16,F002,Meezan Islamic Income Fund,Income,True,14.5621
2021-06-17,F002,Meezan Islamic Income Fund,Income,True,14.5522
2021-06-18,F002,Meezan Islamic Income Fund,Income,True,14.5617
2021-06-21,F002,Meezan Islamic Income Fund,Income,True,14.5736
2021-06-22,F002,Meezan Islamic Income Fund,Income,True,14.5697
2021-06-23,F002,Meezan Islamic Income Fund,Income,True,14.5904
2021-06-24,F002,Meezan Islamic Income Fund,Income,True,14.5802
2021-06-25,F002,Meezan Islamic Income Fund,Income,True,14.6092
2021-06-28,F002,Meezan Islamic Income Fund,Income,True,14.5736
2021-06-29,F002,Meezan Islamic Income Fund,Income,True,14.5809
2021-06-30,F002,Meezan Islamic Income Fund,Income,True,14.6411
2021-07-01,F002,Meezan Islamic Income Fund,Income,True,14.6155
2021-07-02,F002,Meezan Islamic Income Fund,Income,True,14.5993
2021-07-05,F002,Meezan Islamic Income Fund,Income,True,14.618
2021-07-06,F002,Meezan Islamic Income Fund,Income,True,14.6269
2021-07-07,F002,Meezan Islamic Income Fund,Income,True,14.6408
2021-07-08,F002,Meezan Islamic Income Fund,Income,True,14.6588
2021-07-09,F002,Meezan Islamic Income Fund,Income,True,14.681
2021-07-12,F002,Meezan Islamic Income Fund,Income,True,14.7173
2021-07-13,F002,Meezan Islamic Income Fund,Income,True,14.733
2021-07-14,F002,Meezan Islamic Income Fund,Income,True,14.7296
2021-07-15,F002,Meezan Islamic Income Fund,Income,True,14.7531
2021-07-16,F002,Meezan Islamic Income Fund,Income,True,14.8128
2021-07-19,F002,Meezan Islamic Income Fund,Income,True,14.8126
2021-07-20,F002,Meezan Islamic Income Fund,Income,True,14.7874
2021-07-21,F002,Meezan Islamic Income Fund,Income,True,14.8239
2021-07-22,F002,Meezan Islamic Income Fund,Income,True,14.824
2021-07-23,F002,Meezan Islamic Income Fund,Income,True,14.7633
2021-07-26,F002,Meezan Islamic Income Fund,Income,True,14.792
2021-07-27,F002,Meezan Islamic Income Fund,Income,True,14.7799
2021-07-28,F002,Meezan Islamic Income Fund,Income,True,14.7809
2021-07-29,F002,Meezan Islamic Income Fund,Income,True,14.7944
2021-07-30,F002,Meezan Islamic Income Fund,Income,True,14.8037
2021-08-02,F002,Meezan Islamic Income Fund,Income,True,14.8285
2021-08-03,F002,Meezan Islamic Income Fund,Income,True,14.8192
2021-08-04,F002,Meezan Islamic Income Fund,Income,True,14.8382
2021-08-05,F002,Meezan Islamic Income Fund,Income,True,14.8342
2021-08-06,F002,Meezan Islamic Income Fund,Income,True,14.8598
2021-08-09,F002,Meezan Islamic Income Fund,Income,True,14.8818
2021-08-10,F002,Meezan Islamic Income Fund,Income,True,14.8577
2021-08-11,F002,Meezan Islamic Income Fund,Income,True,14.8937
2021-08-12,F002,Meezan Islamic Income Fund,Income,True,14.8814
2021-08-13,F002,Meezan Islamic Income Fund,Income,True,14.9092
2021-08-16,F002,Meezan Islamic Income Fund,Income,True,14.9239
2021-08-17,F002,Meezan Islamic Income Fund,Income,True,14.9825
2021-08-18,F002,Meezan Islamic Income Fund,Income,True,14.9795
2021-08-19,F002,Meezan Islamic Income Fund,Income,True,14.9728
2021-08-20,F002,Meezan Islamic Income Fund,Income,True,14.976
2021-08-23,F002,Meezan Islamic Income Fund,Income,True,14.9706
2021-08-24,F002,Meezan Islamic Income Fund,Income,True,14.9983
2021-08-25,F002,Meezan Islamic Income Fund,Income,True,14.9536
2021-08-26,F002,Meezan Islamic Income Fund,Income,True,14.9258
2021-08-27,F002,Meezan Islamic Income Fund,Income,True,14.8977
2021-08-30,F002,Meezan Islamic Income Fund,Income,True,14.9297
2021-08-31,F002,Meezan Islamic Income Fund,Income,True,14.9845
2021-09-01,F002,Meezan Islamic Income Fund,Income,True,14.9851
2021-09-02,F002,Meezan Islamic Income Fund,Income,True,14.9838
2021-09-03,F002,Meezan Islamic Income Fund,Income,True,14.9897
2021-09-06,F002,Meezan Islamic Income Fund,Income,True,15.0282
2021-09-07,F002,Meezan Islamic Income Fund,Income,True,15.0041
2021-09-08,F002,Meezan Islamic Income Fund,Income,True,15.015
2021-09-09,F002,Meezan Islamic Income Fund,Income,True,15.0481
2021-09-10,F002,Meezan Islamic Income Fund,Income,True,15.0669
2021-09-13,F002,Meezan Islamic Income Fund,Income,True,15.0764
2021-09-14,F002,Meezan Islamic Income Fund,Income,True,15.1103
2021-09-15,F002,Meezan Islamic Income Fund,Income,True,15.0324
2021-09-16,F002,Meezan Islamic Income Fund,Income,True,15.0566
2021-09-17,F002,Meezan Islamic Income Fund,Income,True,15.0406
2021-09-20,F002,Meezan Islamic Income Fund,Income,True,14.9893
2021-09-21,F002,Meezan Islamic Income Fund,Income,True,15.0084
2021-09-22,F002,Meezan Islamic Income Fund,Income,True,15.0534
2021-09-23,F002,Meezan Islamic Income Fund,Income,True,15.053
2021-09-24,F002,Meezan Islamic Income Fund,Income,True,15.0855
2021-09-27,F002,Meezan Islamic Income Fund,Income,True,15.1379
2021-09-28,F002,Meezan Islamic Income Fund,Income,True,15.1815
2021-09-29,F002,Meezan Islamic Income Fund,Income,True,15.2351
2021-09-30,F002,Meezan Islamic Income Fund,Income,True,15.2615
2021-10-01,F002,Meezan Islamic Income Fund,Income,True,15.2676
2021-10-04,F002,Meezan Islamic Income Fund,Income,True,15.2225
2021-10-05,F002,Meezan Islamic Income Fund,Income,True,15.2188
2021-10-06,F002,Meezan Islamic Income Fund,Income,True,15.1969
2021-10-07,F002,Meezan Islamic Income Fund,Income,True,15.2667
2021-10-08,F002,Meezan Islamic Income Fund,Income,True,15.2652
2021-10-11,F002,Meezan Islamic Income Fund,Income,True,15.2728
2021-10-12,F002,Meezan Islamic Income Fund,Income,True,15.2934
2021-10-13,F002,Meezan Islamic Income Fund,Income,True,15.2986
2021-10-14,F002,Meezan Islamic Income Fund,Income,True,15.3543
2021-10-15,F002,Meezan Islamic Income Fund,Income,True,15.339
2021-10-18,F002,Meezan Islamic Income Fund,Income,True,15.3488
2021-10-19,F002,Meezan Islamic Income Fund,Income,True,15.3298
2021-10-20,F002,Meezan Islamic Income Fund,Income,True,15.2932
2021-10-21,F002,Meezan Islamic Income Fund,Income,True,15.2783
2021-10-22,F002,Meezan Islamic Income Fund,Income,True,15.281
2021-10-25,F002,Meezan Islamic Income Fund,Income,True,15.2717
2021-10-26,F002,Meezan Islamic Income Fund,Income,True,15.2544
2021-10-27,F002,Meezan Islamic Income Fund,Income,True,15.2153
2021-10-28,F002,Meezan Islamic Income Fund,Income,True,15.2165
2021-10-29,F002,Meezan Islamic Income Fund,Income,True,15.1746
2021-11-01,F002,Meezan Islamic Income Fund,Income,True,15.2014
2021-11-02,F002,Meezan Islamic Income Fund,Income,True,15.2077
2021-11-03,F002,Meezan Islamic Income Fund,Income,True,15.1672
2021-11-04,F002,Meezan Islamic Income Fund,Income,True,15.1616
2021-11-05,F002,Meezan Islamic Income Fund,Income,True,15.1426
2021-11-08,F002,Meezan Islamic Income Fund,Income,True,15.156
2021-11-09,F002,Meezan Islamic Income Fund,Income,True,15.2005
2021-11-10,F002,Meezan Islamic Income Fund,Income,True,15.1473
2021-11-11,F002,Meezan Islamic Income Fund,Income,True,15.1545
2021-11-12,F002,Meezan Islamic Income Fund,Income,True,15.1535
2021-11-15,F002,Meezan Islamic Income Fund,Income,True,15.1776
2021-11-16,F002,Meezan Islamic Income Fund,Income,True,15.1879
2021-11-17,F002,Meezan Islamic Income Fund,Income,True,15.1688
2021-11-18,F002,Meezan Islamic Income Fund,Income,True,15.1629
2021-11-19,F002,Meezan Islamic Income Fund,Income,True,15.1426
2021-11-22,F002,Meezan Islamic Income Fund,Income,True,15.179
2021-11-23,F002,Meezan Islamic Income Fund,Income,True,15.1834
2021-11-24,F002,Meezan Islamic Income Fund,Income,True,15.2449
2021-11-25,F002,Meezan Islamic Income Fund,Income,True,15.2469
2021-11-26,F002,Meezan Islamic Income Fund,Income,True,15.2291
2021-11-29,F002,Meezan Islamic Income Fund,Income,True,15.1868
2021-11-30,F002,Meezan Islamic Income Fund,Income,True,15.1358
2021-12-01,F002,Meezan Islamic Income Fund,Income,True,15.0917
2021-12-02,F002,Meezan Islamic Income Fund,Income,True,15.1035
2021-12-03,F002,Meezan Islamic Income Fund,Income,True,15.1226
2021-12-06,F002,Meezan Islamic Income Fund,Income,True,15.0786
2021-12-07,F002,Meezan Islamic Income Fund,Income,True,15.1094
2021-12-08,F002,Meezan Islamic Income Fund,Income,True,15.0985
2021-12-09,F002,Meezan Islamic Income Fund,Income,True,15.1067
2021-12-10,F002,Meezan Islamic Income Fund,Income,True,15.1592
2021-12-13,F002,Meezan Islamic Income Fund,Income,True,15.1902
2021-12-14,F002,Meezan Islamic Income Fund,Income,True,15.1858
2021-12-15,F002,Meezan Islamic Income Fund,Income,True,15.1626
2021-12-16,F002,Meezan Islamic Income Fund,Income,True,15.1011
2021-12-17,F002,Meezan Islamic Income Fund,Income,True,15.0832
2021-12-20,F002,Meezan Islamic Income Fund,Income,True,15.0806
2021-12-21,F002,Meezan Islamic Income Fund,Income,True,15.0546
2021-12-22,F002,Meezan Islamic Income Fund,Income,True,15.0544
2021-12-23,F002,Meezan Islamic Income Fund,Income,True,15.0605
2021-12-24,F002,Meezan Islamic Income Fund,Income,True,15.0574
2021-12-27,F002,Meezan Islamic Income Fund,Income,True,15.0416
2021-12-28,F002,Meezan Islamic Income Fund,Income,True,15.0505
2021-12-29,F002,Meezan Islamic Income Fund,Income,True,15.0675
2021-12-30,F002,Meezan Islamic Income Fund,Income,True,15.0384
2021-12-31,F002,Meezan Islamic Income Fund,Income,True,15.0846
2022-01-03,F002,Meezan Islamic Income Fund,Income,True,15.093
2022-01-04,F002,Meezan Islamic Income Fund,Income,True,15.1049
2022-01-05,F002,Meezan Islamic Income Fund,Income,True,15.1376
2022-01-06,F002,Meezan Islamic Income Fund,Income,True,15.156
2022-01-07,F002,Meezan Islamic Income Fund,Income,True,15.1963
2022-01-10,F002,Meezan Islamic Income Fund,Income,True,15.2164
2022-01-11,F002,Meezan Islamic Income Fund,Income,True,15.2092
2022-01-12,F002,Meezan Islamic Income Fund,Income,True,15.2316
2022-01-13,F002,Meezan Islamic Income Fund,Income,True,15.2081
2022-01-14,F002,Meezan Islamic Income Fund,Income,True,15.2229
2022-01-17,F002,Meezan Islamic Income Fund,Income,True,15.2333
2022-01-18,F002,Meezan Islamic Income Fund,Income,True,15.2383
2022-01-19,F002,Meezan Islamic Income Fund,Income,True,15.2459
2022-01-20,F002,Meezan Islamic Income Fund,Income,True,15.1999
2022-01-21,F002,Meezan Islamic Income Fund,Income,True,15.1946
2022-01-24,F002,Meezan Islamic Income Fund,Income,True,15.2088
